uid, timestamp, type, gold won, towers, left army, right army
cgs_4ddaf472aa225, 0, 2627, -1 30 11 -1 29 11 -1 28 10 -1 27 9 -1 2 13 -1 3 15 -1 5 17 -1 30 14 -1 27 13 -1 27 15 -1 28 16 -1 30 16 -1 4 12 -1 0 11 -1 0 11 -1 1 11 -1 2 10 -1 3 9 -1 4 8 -1 6 8 -1 23 8 -1 25 8 -1 24 8 -1 7 8 -1 25 5 -1 26 5 -1 8 6 -1 9 6 -1 27 6 -1 25 4 -1 8 4 -1 9 3 -1 24 4 -1 25 2 -1 5 3 -1 4 10 -1 26 10 -1 26 1 -1 6 1 -1 28 2 -1 1 1 -1 2 2 -1 4 14 -1 25 15 -1 28 12 -1 20 0 -1 11 2 -1 20 6 -1 4 5 -1 22 3 -1 7 1 -1 23 1 -1 2 16 -1 2 13 -1 28 13 , 16 16 16 16 16 15 16 12 9 7 4 17 12 17 7 5 9 1 7 7 5 3 8 2 9 16 7 4 9 14 1 4 2 3 3 4 1 7 7 3 4 4 3 12 17 13 9 5 9 5 8 4 17 16 7 2 1 2 2 16 16 4 12 7 12 3 9 17 9 12 1 16 14 2 12 17 13 5 1 1 5 2 17 3 3 15 16 4 1 16 3 17 12 13 12 13 13 2 4, request, 12 13 9 14 13 12 3 7 2 3 8 14 3 4 4 1 9 5 4 12 12 8 15 12 7 15 16 13 13 13 9 9 16 8 3 16 4 2 3 3 8 12 3 4 1 1 9 1 7 15 3 16 2 7 12 4 17 5 17 12 2 14 16 2 1 3 1 4 5 9 9 16 3 5 2 12 9 9 13 8 15 9 9 17 12 13 17 5 16 9 12 8 17 5 1 3 13 3 1 2 12 13 17 8 9 5
cgs_4ddafad4ac712, 0, 8 12 7 16 7 7 5 2 7 15 1 15 2 16 15 3 4 1 16 12 1 4 16 8 5 3 3 15 5 4 12 5 1 15 8 9 2 7 15 7 16 9 16 3 5 5 7 16 15 9 9 5 5 1 5 9 15 5 8 2, -1 20 9 -1 5 9 -1 28 9 -1 27 9 -1 29 10 -1 3 10 -1 4 9 -1 8 11 -1 2 10 -1 0 11 -1 1 11 -1 31 11 -1 30 11 -1 9 11 -1 26 10 -1 23 11 -1 7 10 -1 21 10 -1 11 10 -1 24 11 -1 24 11 -1 24 11 -1 25 9 -1 20 14 -1 7 14 -1 9 15 -1 10 15 -1 19 16 -1 11 14 -1 20 13 -1 19 15 -1 11 16 -1 20 17 -1 10 17 -1 9 7 -1 26 4 -1 28 7 -1 8 4 -1 9 1 -1 22 4 -1 23 13 -1 23 14 -1 25 13 -1 24 14 -1 22 8 -1 10 8 -1 5 15 -1 7 16 -1 5 13 -1 5 16 -1 22 17 , 1 4 4 12 1 2 15 15 2 8 2 4 2 16 5 4 7 5 4 5 1 9 9 1 3 4 5 4 16 5 3 1 4 8 12 5 16 16 8 4 16, request, 1389
cgs_4ddaf472aa225, 0, 2307, -1 30 11 -1 29 11 -1 28 10 -1 27 9 -1 2 13 -1 3 15 -1 5 17 -1 30 14 -1 27 13 -1 27 15 -1 28 16 -1 30 16 -1 4 12 -1 0 11 -1 0 11 -1 1 11 -1 2 10 -1 3 9 -1 4 8 -1 6 8 -1 23 8 -1 25 8 -1 24 8 -1 7 8 -1 25 5 -1 26 5 -1 8 6 -1 9 6 -1 27 6 -1 25 4 -1 8 4 -1 9 3 -1 24 4 -1 25 2 -1 5 3 -1 4 10 -1 26 10 -1 26 1 -1 6 1 -1 28 2 -1 1 1 -1 2 2 -1 4 14 -1 25 15 -1 28 12 -1 20 0 -1 11 2 -1 20 6 -1 4 5 -1 22 3 -1 7 1 -1 23 1 -1 1 16 , 3 17 8 3 14 14 1 14 14 17 5 3 4 15 5 4 17 13 2 16 14 12 12 2 5 13 7 7 9 16 13 15 14 2 14 15 17 8 9 17 1 13 12 3 16 1 2 8 13 4 5 4 8 9 17 8 13 5 17 3 2 16 16 14 4 4 7 4 17 7 7 7 9 8 4 8 4 4 2 1 7 9 3 1 8 3 1 1 3 16 1, request, 4 7 7 9 4 14 3 17 17 1 9 5 15 8 13 4 16 9 13 1 5 13 2 17 3 9 7 3 17 14 16 12 3 7 12 3 7 17 17 12 3 15 12 5 17 7 3 14 16 12 12 15 12 4 3 2 12 16 17 5 12 16 5 15 14 14 4 2 3 2 12 2 13 4 5 16 12 7 16 13 16 12 15 8 16 12 5
cgs_4ddafad4ac712, 0, 8 2 16 16 15 16 7 12 3 2 15 2 3 4 2 5 2 2 2 2 1 4 2 8 4 2 7 5 9 8 3 9 4 2 12 2 15 3 15 4 7 4 1 15 8 9 7 1 1 8 15 1 3 4 9 3 8 3 7 15 1 9, -1 20 9 -1 5 9 -1 28 9 -1 27 9 -1 29 10 -1 3 10 -1 4 9 -1 8 11 -1 2 10 -1 0 11 -1 1 11 -1 31 11 -1 30 11 -1 9 11 -1 26 10 -1 23 11 -1 7 10 -1 21 10 -1 11 10 -1 24 11 -1 24 11 -1 24 11 -1 25 9 -1 20 14 -1 7 14 -1 9 15 -1 10 15 -1 19 16 -1 11 14 -1 20 13 -1 19 15 -1 11 16 -1 20 17 -1 10 17 -1 9 7 -1 26 4 -1 28 7 -1 8 4 -1 9 1 -1 22 4 -1 23 13 -1 23 14 -1 27 14 -1 4 15 -1 3 12 -1 3 13 -1 3 14 -1 3 15 -1 2 16 -1 3 16 -1 2 17 -1 25 13 -1 24 14 -1 26 15 -1 26 16 , 16 3 3 1 2 4 4 5 8 15 16 1 5 16 12 1 7 15 8 16 3 3 16 9 12 16 1 4 7 4 5 1 15 1 15 7 12 12 1 2 5 9 15 2 2, request, 1334
cgs_4ddaf472aa225, 0, 2180, -1 30 11 -1 29 11 -1 28 10 -1 27 9 -1 2 13 -1 3 15 -1 5 17 -1 30 14 -1 27 13 -1 27 15 -1 28 16 -1 30 16 -1 4 12 -1 0 11 -1 0 11 -1 1 11 -1 2 10 -1 3 9 -1 4 8 -1 6 8 -1 23 8 -1 25 8 -1 24 8 -1 7 8 -1 25 5 -1 26 5 -1 8 6 -1 9 6 -1 27 6 -1 25 4 -1 8 4 -1 9 3 -1 24 4 -1 25 2 -1 5 3 -1 4 10 -1 26 10 -1 26 1 -1 6 1 -1 28 2 -1 1 1 -1 2 2 -1 4 14 -1 25 15 -1 28 12 -1 20 0 -1 11 2 -1 20 6 -1 4 5 -1 22 3 -1 7 1 -1 23 1 -1 1 16 , 2 3 2 17 2 13 4 5 13 9 7 3 7 7 12 3 13 1 16 7 4 8 16 12 7 9 13 17 16 3 3 7 4 9 4 7 8 4 4 2 16 16 4 12 7 16 13 1 2 4 8 2 5 3 17 9 3 15 12 16 17 15 16 5 3 12 5 4 9 3 5 2 17 9 13 1 13 7 9 17 5 4, request, 2 7 17 8 5 12 17 3 1 16 4 13 5 4 3 1 3 12 14 16 3 13 13 1 13 15 17 16 9 4 9 3 9 3 1 17 13 13 1 7 9 13 5 2 7 14 8 12 9 3 4 8 9 12 7 4 4 9 5 4 2 16 12 3 17 8 12 16 8 7 16 15 14 1 7 13 9 2 2 7 12 5
cgs_4ddafad4ac712, 0, 4 2 8 1 7 3 16 15 8 8 8 15 1 3 8 8 8 7 2 3 4 8 8 7 8 1 2 1 4 16 1 3 1 15 7 8 7 4 2 3 3 1 7 1 8 7 8 1 3 4 8, -1 20 9 -1 5 9 -1 28 9 -1 27 9 -1 29 10 -1 3 10 -1 4 9 -1 8 11 -1 2 10 -1 0 11 -1 1 11 -1 31 11 -1 30 11 -1 9 11 -1 26 10 -1 23 11 -1 7 10 -1 21 10 -1 11 10 -1 24 11 -1 24 11 -1 24 11 -1 25 9 -1 20 14 -1 7 14 -1 9 15 -1 10 15 -1 19 16 -1 11 14 -1 20 13 -1 19 15 -1 11 16 -1 20 17 -1 10 17 -1 7 13 -1 5 15 -1 24 15 -1 22 14 -1 23 16 -1 8 16 -1 6 16 -1 3 14 -1 21 17 -1 23 13 -1 4 13 -1 4 15 -1 4 16 -1 24 13 -1 26 14 -1 25 15 -1 25 16 -1 27 16 -1 28 14 -1 29 13 , 1 2 3 3 3 1 7 4 8 8 7 8 8 7 15 7 7 3 16 2 1 2 3 1 3 15 2 4 3 2 8 16 2 1 15 3 7 7 2 4 15 8 1 7 8 2 4 8 2 15 1 8 1 4 7 2 3 7 15, request, 1417
cgs_4ddaf472aa225, 0, 2103, -1 30 11 -1 29 11 -1 28 10 -1 27 9 -1 2 13 -1 3 15 -1 5 17 -1 30 14 -1 27 13 -1 27 15 -1 28 16 -1 30 16 -1 1 16 -1 4 12 -1 0 11 -1 0 11 -1 1 11 -1 2 10 -1 3 9 -1 4 8 -1 6 8 -1 23 8 -1 25 8 -1 24 8 -1 7 8 -1 25 5 -1 26 5 -1 8 6 -1 9 6 -1 27 6 -1 25 4 -1 8 4 -1 9 3 -1 24 4 -1 25 2 -1 5 3 -1 4 10 -1 26 10 -1 26 1 -1 6 1 -1 28 2 -1 1 1 -1 2 2 -1 4 14 -1 25 15 -1 28 12 -1 20 0 -1 11 2 -1 20 6 -1 4 5 -1 22 3 -1 7 1 -1 23 1 , 8 16 2 16 5 7 13 4 2 2 12 13 5 7 16 14 15 8 8 15 16 3 5 5 12 5 7 3 7 2 14 17 2 16 5 15 2 4 16 2 3 8 9 9 2 9 3 17 17 9 2 3 17 2 13 1 9 3 17 14 2 17 14 7 15 1 8 9 1 12 2 2 8 13 8 17 15 7 1 3 16 4 16 5 9 1 13 2, request, 5 17 17 3 1 1 5 8 16 2 15 12 16 8 9 12 7 8 16 3 17 8 8 12 4 12 17 8 17 7 4 3 15 7 9 4 3 4 9 16 9 1 17 9 4 12 1 16 3 17 5 9 4 5 13 17 1 1 9 14 7 2 8 3 1 17 3 13 17 2 13 7 5 16
cgs_4ddaf472aa225, 0, 2045, -1 30 11 -1 29 11 -1 28 10 -1 27 9 -1 2 13 -1 3 15 -1 5 17 -1 30 14 -1 27 13 -1 27 15 -1 28 16 -1 30 16 -1 1 16 -1 4 12 -1 0 11 -1 0 11 -1 1 11 -1 2 10 -1 3 9 -1 4 8 -1 6 8 -1 23 8 -1 25 8 -1 24 8 -1 7 8 -1 25 5 -1 26 5 -1 8 6 -1 9 6 -1 27 6 -1 28 4 -1 6 6 -1 25 4 -1 8 4 -1 9 3 -1 24 4 -1 25 2 -1 5 3 -1 4 10 -1 26 10 -1 26 1 -1 6 1 -1 28 2 -1 1 1 -1 2 2 -1 4 14 -1 25 15 -1 28 12 -1 20 0 -1 11 2 -1 20 6 -1 4 5 -1 30 4 , 9 2 8 1 9 1 17 5 15 13 9 4 5 3 1 8 15 12 13 3 12 5 14 8 4 13 17 16 3 7 16 17 14 16 2 3 13 5 4 13 16 9 3 14 3 2 4 17 12 5 8 16 16 8 9 5 3 5 16 2 2 8 2 2 5 1 4 17 3 9 1 7 9 13 17 9 15 12, request, 12 12 5 5 13 1 1 2 5 5 16 9 4 14 3 3 8 5 9 3 17 16 8 12 8 2 9 17 8 5 3 4 4 4 13 1 1 12 9 3 13 12 7 13 16 17 13 12 17 2 12 8 15 5 4 16 8 2 9 16 16 17 7 2 3 7 16 3 7 12 5 5 16 4 16 12 3 3
cgs_4ddafad4ac712, 0, 15 2 1 15 8 8 2 3 2 1 3 3 7 2 15 4 3 16 15 3 3 16 4 16 2 7 2 2 8 15 15 3 8 15 2 1 1 15 15 4 8 7 8 8 16 16 2 1 16 7 1 8 1, -1 20 9 -1 5 9 -1 28 9 -1 27 9 -1 29 10 -1 3 10 -1 4 9 -1 8 11 -1 2 10 -1 0 11 -1 1 11 -1 31 11 -1 30 11 -1 9 11 -1 26 10 -1 23 11 -1 7 10 -1 21 10 -1 11 10 -1 24 11 -1 24 11 -1 24 11 -1 25 9 -1 20 14 -1 7 14 -1 9 15 -1 10 15 -1 19 16 -1 11 14 -1 20 13 -1 19 15 -1 11 16 -1 20 17 -1 10 17 -1 7 13 -1 6 14 -1 5 15 -1 2 13 -1 24 15 -1 24 12 -1 28 14 -1 22 14 -1 26 15 -1 24 13 -1 4 16 -1 2 15 -1 3 17 -1 28 16 -1 29 17 -1 2 14 -1 29 13 -1 30 15 -1 23 16 -1 7 16 , 2 8 2 1 2 16 1 16 8 3 3 1 15 7 2 4 3 7 1 2 4 1 7 8 3 1 3 2 1 1 7 7 8 3 15 2 7 16 4 2 15 15 1 7 3 15 3 8 2 2 1 3 15 2 2 3 4, request, 1319
cgs_4ddae7ba08607, 0, 4 5 12 5 3 5 4 14 10 8 7 9 9 9 12 14 12 5 3 3 1 10 10 11 9 12 14 1017 4 14 13 5 15 13 4 3 8 2 3 12 4 4 13 3 3 12 10 5 9 1017 3 12 10 10 2 5 15 1 3 14 1 13 9 8 5 17 13 13 10 7 8 3 1 5 14 4 1 5 1 8 16 15 9 11 14 5 9 14 9 17 10 14 12 8 10 14 17 17 14 3 8 17 5 3 5 8 2 14 12 13 10 10 1 14 8 4 17 11, -1 31 10 -1 30 10 -1 0 10 -1 1 10 -1 2 9 -1 3 9 -1 29 9 -1 28 9 -1 2 12 -1 2 13 -1 2 14 -1 2 15 -1 1 16 -1 2 17 -1 27 12 -1 26 13 -1 26 14 -1 27 14 -1 26 15 -1 27 15 -1 26 16 -1 26 17 -1 28 7 -1 27 3 -1 25 1 -1 3 6 -1 2 8 -1 28 3 -1 2 1 -1 3 1 -1 2 3 -1 27 8 -1 5 8 -1 3 3 -1 2 4 -1 3 1 -1 3 4 -1 28 5 -1 26 8 -1 6 8 -1 24 16 -1 3 15 -1 24 2 -1 6 4 -1 24 6 -1 25 10 -1 4 5 -1 6 10 -1 2 13 -1 24 13 -1 28 6 -1 4 1 -1 3 6 -1 22 1 -1 7 1 -1 8 8 -1 24 8 -1 3 13 -1 4 13 -1 23 14 -1 23 13 -1 22 6 -1 8 6 -1 27 2 -1 27 4 -1 20 4 -1 26 0 -1 8 0 -1 8 3 , request, 14 12 10 3 3 7 3 13 9 13 1 14 10 8 2 12 12 16 8 7 1 14 15 8 17 15 17 1 5 1017 1 3 5 1017 3 15 4 5 1 15 10 15 14 9 17 3 3 2 7 3 13 10 8 5 13 8 1017 4 17 17 14 8 2 7 3 1017 9 17 17 10 8 13 14 7 16 13 8 13 5 1017 11 7 4 9 12 1017 7 1 1017 2 5 17 3 3 1017 8 9 11 4 12 7 11 5 12 10 5 3 1017 17 15 5, 3290
cgs_4ddafad4ac712, 0, 8 1 4 3 2 2 4 2 4 2 1 7 8 7 15 1 7 2 15 7 8 4 1 1 1 2 4 7 2 4 4 4 3 3 4 7 8 3 1 7 2 1 4, -1 20 9 -1 5 9 -1 28 9 -1 27 9 -1 29 10 -1 3 10 -1 4 9 -1 8 11 -1 2 10 -1 0 11 -1 1 11 -1 31 11 -1 30 11 -1 9 11 -1 26 10 -1 23 11 -1 7 10 -1 21 10 -1 11 10 -1 24 11 -1 24 11 -1 24 11 -1 25 9 -1 20 14 -1 7 14 -1 9 15 -1 10 15 -1 19 16 -1 11 14 -1 20 13 -1 19 15 -1 11 16 , 15 4 3 4 7 3 1 4 15 8 3 4 7 8 2 15 8 8 1 1 7 3 8 7 1 1 4 1 4 7 7 1 7 4 7 7, request, 1087
cgs_4ddaf472aa225, 0, 2115, -1 30 11 -1 29 11 -1 28 10 -1 27 9 -1 2 13 -1 3 15 -1 5 14 -1 5 17 -1 24 12 -1 25 14 -1 27 13 -1 27 15 -1 28 16 -1 23 17 -1 1 16 -1 4 12 -1 0 11 -1 0 11 -1 1 11 -1 2 10 -1 3 9 -1 4 8 -1 6 8 -1 23 8 -1 25 8 -1 24 8 -1 7 8 -1 25 5 -1 26 5 -1 8 6 -1 9 6 -1 27 6 -1 28 4 -1 6 6 -1 25 4 -1 8 4 -1 9 3 -1 24 4 -1 25 2 -1 5 3 -1 4 10 -1 26 10 -1 26 1 -1 6 1 -1 28 2 -1 1 1 -1 2 2 , 9 2 3 3 5 5 4 5 8 16 9 2 1 8 5 8 5 3 5 15 15 1 12 3 3 2 4 5 3 5 3 7 16 3 5 9 5 3 8 9 7 3 1 2 8 2 5 15 3 2 1 8 2 15 9 2 7 12 1 8 5 16 2 1 5 12 8 1 16 2 8 2 3 7 3 4 2 2 16 1 12 5 16 8 16 9 8 9, request, 8 3 8 4 3 3 16 2 1 1 8 16 9 2 2 1 8 16 15 16 3 7 1 9 12 4 3 16 5 3 3 5 9 12 9 1 12 4 9 4 16 4 1 15 4 8 12 1 5 16 9 5 4 2 16 9 5 1 3 1 9 1 8 9 4 16 9 7 1 12 5 4 15 1 12 3
cgs_4ddaf472aa225, 0, 1706, -1 30 11 -1 29 11 -1 28 10 -1 27 9 -1 2 13 -1 3 15 -1 5 14 -1 5 17 -1 24 12 -1 25 14 -1 27 13 -1 27 15 -1 28 16 -1 23 17 -1 1 16 -1 4 12 -1 0 11 -1 0 11 -1 1 11 -1 2 10 -1 3 9 -1 4 8 -1 6 8 -1 23 8 -1 25 8 -1 24 8 -1 7 8 -1 25 5 -1 26 5 -1 8 6 -1 9 6 -1 27 6 -1 28 4 -1 6 6 -1 25 4 -1 8 4 -1 9 3 -1 24 4 -1 25 2 -1 5 3 -1 4 10 -1 26 10 -1 26 1 -1 6 1 -1 28 2 -1 1 1 -1 2 2 , 7 1 15 4 16 12 9 16 9 8 3 3 15 8 7 2 4 5 5 3 5 1 5 9 15 3 16 3 8 4 3 8 3 12 2 4 4 3 12 5 9 2 4 3 4 3 1 2 7 8 3 3 1 5 3 2 16, request, 9 8 7 5 2 1 7 9 3 15 16 5 12 1 5 15 16 3 15 8 5 12 2 4 4 9 2 16 1 5 5 4 4 7 5 2 9 8 5 9 16 16 15 15 2 5 9 7 1 4 16 9 4 5 5 8 9 12 5 3 8 8 2 7 7 7 16 12
cgs_4ddaf472aa225, 0, 1716, -1 30 11 -1 29 11 -1 28 10 -1 27 9 -1 2 13 -1 3 15 -1 5 14 -1 5 17 -1 24 12 -1 25 14 -1 27 13 -1 27 15 -1 28 16 -1 23 17 -1 1 16 -1 4 12 -1 0 11 -1 0 11 -1 1 11 -1 2 10 -1 3 9 -1 4 8 -1 6 8 -1 23 8 -1 25 8 -1 24 8 -1 7 8 -1 25 5 -1 26 5 -1 8 6 -1 9 6 -1 27 6 -1 28 4 -1 6 6 -1 25 4 -1 8 4 -1 9 3 -1 24 4 -1 25 2 -1 5 3 -1 4 10 -1 26 10 -1 26 1 -1 6 1 , 3 1 16 4 8 9 3 15 15 9 2 16 8 9 1 3 15 5 9 12 4 4 8 4 3 3 9 16 1 2 3 4 1 2 12 5 2 5 12 9 4 5 12 5 3 3 12 9 3 4 16 12 7 16 3 4 7 3 1 7 4 16 1 8 4 16 3 12 4 2 1, request, 9 16 4 15 3 16 4 4 8 16 5 1 16 15 9 16 4 1 12 16 5 4 5 5 16 12 9 5 5 16 4 16 1 9 15 15 8 8 5 9 4 9 9 1 5 1 12 15 3 3 15 9 5 3 12 7 3 9
cgs_4ddaf472aa225, 0, 1534, -1 30 11 -1 29 11 -1 28 10 -1 27 9 -1 2 13 -1 3 15 -1 5 14 -1 5 17 -1 24 12 -1 25 14 -1 27 13 -1 27 15 -1 28 16 -1 23 17 -1 1 16 -1 4 12 -1 0 11 -1 0 11 -1 1 11 -1 2 10 -1 3 9 -1 4 8 -1 6 8 -1 23 8 -1 25 8 -1 24 8 -1 7 8 -1 25 5 -1 26 5 -1 8 6 -1 9 6 -1 27 6 -1 28 4 -1 6 6 -1 25 4 -1 8 4 -1 9 3 -1 24 4 -1 25 2 -1 5 3 -1 4 10 -1 26 10 -1 26 1 -1 6 1 , 2 3 9 15 2 7 5 8 2 12 16 15 1 2 16 1 2 2 2 1 2 15 9 1 1 1 3 3 8 8 4 1 4 16 15 8 5 2 5 5 15 16 16 15 9 1 1 3 3 16 8 8 8 15 3 16 1 1 1 4 1 2 16 12 15 16 12 15 2, request, 16 8 4 8 5 9 16 16 2 1 8 15 16 3 3 16 16 1 9 9 9 9 1 1 9 1 3 3 2 5 9 5 5 1 16 9 3 4 2 15 2 9 12 5 2 1 3 1 2 8 3 1 2 5 16 3 15 3 12 8
cgs_4ddaf472aa225, 0, 1580, -1 30 11 -1 29 11 -1 28 10 -1 27 9 -1 2 13 -1 3 15 -1 5 14 -1 5 17 -1 24 12 -1 25 14 -1 27 13 -1 27 15 -1 28 16 -1 23 17 -1 1 16 -1 4 12 -1 0 11 -1 0 11 -1 1 11 -1 2 10 -1 3 9 -1 4 8 -1 6 8 -1 23 8 -1 25 8 -1 24 8 -1 7 8 -1 25 5 -1 26 5 -1 8 6 -1 9 6 -1 27 6 -1 28 4 -1 6 6 -1 25 4 -1 8 4 -1 9 3 -1 24 4 -1 25 2 -1 5 3 -1 4 10 -1 26 10 -1 26 1 -1 6 1 , 2 15 2 5 16 3 16 7 7 15 8 5 3 9 8 3 4 5 4 9 16 12 3 9 16 15 2 8 15 3 7 1 2 5 3 8 5 1 2 9 5 2 2 5 3 5 7 2 12 3 4 2 15 3 4 4 8 1 16 8 4 3 2, request, 3 4 15 9 2 16 16 3 7 4 8 12 5 9 4 16 3 12 5 8 8 9 15 8 4 3 15 15 2 15 12 2 4 2 4 4 1 9 4 3 5 4 8 16 7 5 3 1 5 5 8 2 15 8 4
cgs_4ddafad4ac712, 0, 4 8 4 3 1 1 1 8 8 3 4 2 3 15 1 1 2 7 2 8 4 8 15 15 15 2 8 15 8 2 3 2 8, -1 20 9 -1 5 9 -1 28 9 -1 27 9 -1 29 10 -1 3 10 -1 4 9 -1 8 11 -1 2 10 -1 0 11 -1 1 11 -1 31 11 -1 30 11 -1 9 11 -1 26 10 -1 23 11 -1 7 10 -1 21 10 -1 11 10 -1 24 11 -1 24 11 -1 24 11 -1 25 9 -1 20 14 -1 7 14 -1 9 15 -1 10 15 -1 19 16 -1 11 14 -1 20 13 -1 19 15 -1 11 16 , 1 4 4 7 1 8 8 1 8 7 7 15 1 4 7 1 7 4 8 1 7 7 1 7 1 8 4 2 8 7 15 4 1 3 7 4 3 2 7 4 4 1 7, request, 1012
cgs_4ddaf472aa225, 0, 1567, -1 30 11 -1 29 11 -1 28 10 -1 27 9 -1 2 13 -1 3 15 -1 5 14 -1 5 17 -1 24 12 -1 25 14 -1 27 13 -1 27 15 -1 28 16 -1 23 17 -1 1 16 -1 4 12 -1 0 11 -1 0 11 -1 1 11 -1 2 10 -1 3 9 -1 4 8 -1 6 8 -1 26 8 -1 25 8 -1 24 8 -1 7 8 -1 25 5 -1 26 5 -1 8 6 -1 9 6 -1 7 7 -1 27 6 -1 28 4 -1 6 6 -1 25 4 -1 8 4 -1 9 3 -1 24 4 -1 25 2 -1 5 3 , 9 3 2 4 1 2 15 5 16 3 4 3 3 2 3 8 3 8 15 3 9 1 1 15 9 8 15 2 9 15 7 16 2 16 1 16 15 1 4 8 3 9 16 4 8 2 8 8 8 5 16 16 5 4 16 15 15, request, 16 1 15 15 1 3 12 9 5 8 1 5 16 1 2 15 5 4 9 2 4 4 2 8 9 2 16 9 2 16 3 5 7 15 7 12 1 5 15 8 16 1 4 4 3 9 9 16 8 4 15 5 16 15 5 9 4 12 5 2 7 2 8 1 5 2
cgs_4ddafad4ac712, 0, 1 15 2 1 4 15 8 4 8 15 4 1 15 4 1 1 2 8 1 15 3 3 4 1 1 2 4 2 1 2 4 1 2 15, -1 20 9 -1 5 9 -1 28 9 -1 27 9 -1 29 10 -1 3 10 -1 4 9 -1 8 11 -1 2 10 -1 0 11 -1 1 11 -1 31 11 -1 30 11 -1 10 11 -1 26 10 -1 23 11 -1 7 10 -1 21 10 -1 11 10 -1 24 11 -1 24 11 -1 24 11 -1 25 9 , 8 4 3 1 2 15 8 4 4 1 4 8 4 8 15 2 8 2 8 4 8 8 4 15 3 2 2 4 8 1 4 2 1 2 15 8 1 4, request, 881
cgs_4ddaf472aa225, 0, 1634, -1 30 11 -1 29 11 -1 28 10 -1 27 9 -1 2 13 -1 3 15 -1 5 14 -1 5 17 -1 24 12 -1 25 14 -1 27 13 -1 27 15 -1 28 16 -1 23 17 -1 1 16 -1 4 12 -1 0 11 -1 0 11 -1 1 11 -1 2 10 -1 3 9 -1 4 8 -1 6 8 -1 26 8 -1 25 8 -1 24 8 -1 7 8 -1 25 5 -1 26 5 -1 8 6 -1 9 6 -1 7 7 -1 27 6 -1 28 4 -1 6 6 -1 25 4 -1 8 4 -1 9 3 -1 24 4 -1 25 2 -1 5 3 , 2 16 15 7 2 2 12 16 15 4 1 2 15 16 5 3 16 4 8 4 9 5 8 3 3 16 4 15 1 3 12 16 7 7 16 4 4 8 8 8 1 4 12 12 9 8 4 16 16 16 2 3 9 8 16 1 4 16 4 16 1 9 7 3 15 2 8 15 9, request, 12 2 5 8 16 4 16 16 15 3 9 15 8 3 7 5 2 8 16 12 3 9 16 8 9 15 16 1 1 16 1 12 16 9 1 3 12 15 5 16 3 12 8 2 12 8 8 8 2 3 3 5 8 8 16 4 4 1 7
cgs_4ddafad4ac712, 0, 1 1 2 1 8 1 1 2 1 4 1 4 1 1 3 1 2 4 1 1 4 2 1 1 2 1 3 4 2, -1 20 9 -1 5 9 -1 28 9 -1 27 9 -1 29 10 -1 3 10 -1 4 9 -1 8 11 -1 2 10 -1 0 11 -1 1 11 -1 31 11 -1 30 11 -1 10 11 -1 26 10 -1 23 11 -1 7 10 , 2 3 8 3 3 3 1 8 1 3 1 2 2 3 1 4 8 8 1 2 3 2 3 4 2 4, request, 635
cgs_4ddafad4ac712, 0, 4 1 1 1 2 1 2 3 1 2 2 3 3 4 8 3 1 8 2 1 4 3 4 1 4, -1 20 9 -1 5 9 -1 28 9 -1 27 9 -1 29 10 -1 3 10 -1 4 9 -1 8 11 -1 2 10 -1 0 11 -1 1 11 -1 31 11 -1 30 11 -1 10 11 -1 26 10 -1 23 11 , 8 1 3 1 2 1 1 2 1 3 2 3 1 2 2 1 4 3 1 1 1 3 3 2, request, 558
cgs_4ddae7ba08607, 0, 15 10 13 3 17 9 14 14 10 2 13 14 1 4 11 3 1 5 4 14 15 12 2 7 16 1017 8 5 8 1 14 1 3 4 15 2 5 5 1 17 1 8 11 1 17 4 3 1 17 1017 14 12 1 16 4 15 17 14 5 5 4 14 12 15 4 14 9 8 2 11 17 15 15 10 15 15 12 13 1017 16 1017 8 15 1 12 14 12 17 15 5 1017 3 15 15 5 3 15 14 1017 15 10 17 13 14 1017 12 13 14, -1 31 10 -1 30 10 -1 0 10 -1 1 10 -1 2 9 -1 3 9 -1 29 9 -1 28 9 -1 2 12 -1 2 13 -1 2 14 -1 2 15 -1 1 16 -1 2 17 -1 27 12 -1 26 13 -1 26 14 -1 27 14 -1 26 15 -1 27 15 -1 26 16 -1 26 17 -1 28 7 -1 27 3 -1 25 1 -1 3 6 -1 2 8 -1 28 3 -1 2 1 -1 3 1 -1 2 3 -1 27 8 -1 5 8 -1 3 3 -1 2 4 -1 3 1 -1 3 4 -1 28 5 -1 26 8 -1 6 8 -1 24 16 -1 3 15 -1 24 2 -1 6 4 -1 24 6 -1 25 10 -1 4 5 -1 6 10 -1 2 13 -1 24 13 -1 28 6 -1 4 1 -1 3 6 -1 22 1 -1 7 1 -1 8 8 -1 24 8 -1 3 13 -1 4 13 -1 23 14 -1 23 13 -1 22 6 -1 8 6 -1 27 2 -1 27 4 , request, 1 7 3 8 14 15 9 8 13 12 4 13 4 9 12 4 17 4 1017 15 2 7 2 15 4 7 9 8 5 9 2 2 4 12 8 14 10 17 10 1 3 1017 17 5 5 2 4 13 2 11 1017 17 12 4 5 9 17 5 16 17 13 1017 14 5 1017 10 1017 10 17 2 5 1017 9 14 1017 1 15 7 9 3 9 12 2 16 14 13 12 14 12 1017 9 9 1017 13 7 2 8 14 13 1 5 10 17 17 9 10 1017 13 1 9 14 16 13 2, 2990
