uid, timestamp, type, left army, right army, towers, gold lost
cgs_4dcc9522172c1, 0, request, 351, , 1017 8 12 1017 2 4 14 13 14 14 10 14 5 13 2 15 5 11 1017 12 14 2 1 2 13 1017 12 1017 10 1 12 3 16 14 7 16 5 13 12 13 8 2 7 2 17 5 8 12 8 1017 9 4 14 17 5 12 17 1 15 4 12 13 8 13 4 1017 13 11 2 1017 3, 12 13 14 1017 7 5 4 5 15 9 1 5 2 15 7 8 8 3 9 8 11 15 1 11 13 13 4 2 1 17 7 9 5 7 8 4 13 16 5 14 7 3 15 2 8 4 5 1 15 2 7 2 4 17 13 5 13 1017 1017 10 15 9 1 12 9 13 11 4 4 12 5 17 9 7 2
cgs_4dcc9522172c1, 0, request, 502, , 1017 9 10 13 5 9 8 1017 1 17 16 13 1017 13 14 17 17 13 1 16 11 10 10 10 9 11 11 8 14 1 16 8 14 8 5 13 4 8 14 17 17 7 4 14 12 16 16 1017 1 11 12 14 14 13 10 15 9 11 17 2 12 2 4 15 1017 2 11 15 12 15 9 9 1 2 9 3 16 13 8 11 3, 2 1 12 5 1 17 14 1 1 3 15 13 8 13 7 8 8 15 10 10 7 4 4 1 9 12 7 13 17 2 1 11 13 5 2 4 1017 5 15 2 11 13 15 17 16 1 1017 8 17 7 4 10 2 13 12 1 8 15 9 8 12 1 4 5 14 15 15 12 15 10 17
cgs_4dcc9522172c1, 0, request, 717, , 1017 9 10 13 5 9 8 1017 1 17 16 13 1017 13 14 17 17 13 1 16 11 10 10 10 9 11 11 8 14 1 16 8 14 8 5 13 4 8 14 17 17 7 4 14 12 16 16 1017 1 11 12 14 14 13 10 15 9 11 17 2 12 2 4 15 1017 2 11 15 12 15 9 9 1 2 9 3 16 13 8 11 3, 2 1 12 5 1 17 14 1 1 3 15 13 8 13 7 8 8 15 10 10 7 4 4 1 9 12 7 13 17 2 1 11 13 5 2 4 1017 5 15 2 11 13 15 17 16 1 1017 8 17 7 4 10 2 13 12 1 8 15 9 8 12 1 4 5 14 15 15 12 15 10 17
cgs_4ddc9d4a820d1, 0, 7 7 7 7 7 7 3 3 3 3 3 3, 10 10 10 10, 30, -1 1 11 -1 2 11 -1 3 9 -1 4 9 -1 5 11 -1 6 9 -1 7 9 -1 8 11 -1 30 11 -1 29 11 -1 28 9 -1 27 9 -1 26 11 -1 25 9 -1 24 9 -1 11 12 -1 10 13 -1 11 14 -1 10 15 -1 11 16 -1 10 17 -1 20 12 -1 21 13 -1 20 15 , friend
cgs_4ddb3a17508d0, 0, , 8 8 8 15 3 12 1 2 3 2 16 8 12 16 1 15 3 9 9 16 16 9 1 4 9 4, 14, 9 2 2 15 4 12 9 1 4 9 16 8 1 1 2 15 12 15 4 16 7 2 1 9 8 4 8 7 3 15 1 2 12 8 2, request
cgs_4dda9f532e3cf, 0, request, -1 11 1 -1 11 4 -1 20 4 -1 20 1 -1 11 7 -1 20 7 -1 5 13 -1 5 15 -1 25 13 -1 25 15 -1 23 2 -1 23 6 -1 8 2 -1 8 6 -1 27 10 -1 4 13 -1 4 15 -1 4 14 -1 4 16 -1 26 9 -1 7 8 -1 8 8 -1 24 8 -1 23 8 -1 3 4 -1 3 6 -1 28 6 -1 3 5 -1 10 2 -1 10 5 -1 10 8 -1 21 7 -1 21 4 -1 21 2 -1 29 11 -1 10 11 -1 21 11 -1 22 11 -1 9 11 , 15 3 1017 2 17 14 5 8 15 3 7 9 8 13 15 12 12 1017 2 9 8 12 13 12 14 13 11 3 13 5 11 15 12 8 12 1017 5 17 17 15 14 14 3 4 12 5 9 14 1 4 14 7 1 16 3 13, 727, 2 2 14 7 1017 1 15 17 16 17 9 4 9 17 4 7 1 12 17 1 1 5 10 1 5 9 14 4 7 3 1017 12 15 15 11 8 7 1017 16 7 4 8 1017 16 10 5 17 4 3 1017 3 2 7 7 7 3 2 14 15 15 2 10 14 7 2 15 7 8 10 5 7 11 10 8 1017 5 7 9
cgs_4ddc8b2c1e125, 0, request, -1 29 9 -1 2 9 -1 1 11 -1 30 11 , 1 1 2, 0, 2 1 2 1 2 1 1 2 2
cgs_4ddabda70b63d, 0, 2 8 3 2 3 8 2 3 2 2 3 3 3 2 8 3 3 2 1 8, 44, request, 3 4 2 1 1 3 1 2 2 3 1 8 8, -1 11 9 -1 21 10 -1 22 10 -1 9 10 -1 8 11 -1 20 9 -1 10 9 -1 23 11 -1 24 11 -1 7 11 -1 6 11 
cgs_4ddabda70b63d, 0, 2 2 2 1 1 1 2, 25, request, 2 2 2 2 2 2 1 1 2 2, -1 20 9 -1 11 9 -1 21 9 -1 10 11 -1 7 11 
cgs_4ddabda70b63d, 0, 7 7 10 10, 5, friend, 10 10 9 7, -1 20 9 -1 11 9 -1 21 9 
cgs_4dd0f4b82ce03, 0, friend, 158, 10 10 10 10, 10 10 10 10, -1 22 9 -1 28 9 -1 29 11 -1 27 9 -1 26 10 -1 25 10 -1 24 9 -1 23 9 -1 21 9 -1 11 9 -1 3 11 -1 2 11 -1 10 9 -1 9 9 -1 8 8 -1 7 8 
cgs_4dda9f532e3cf, 0, request, -1 0 10 -1 30 10 -1 0 12 -1 0 14 -1 0 16 -1 30 12 -1 30 14 -1 30 16 -1 10 5 -1 11 4 -1 10 2 -1 11 1 -1 21 5 -1 20 4 -1 21 2 -1 20 1 -1 8 3 -1 8 5 -1 23 1 -1 23 4 -1 5 8 -1 6 8 -1 4 9 -1 27 9 -1 25 8 -1 26 8 -1 2 3 -1 27 3 -1 1 3 -1 1 4 -1 29 3 -1 29 4 , 10 4 13 15 2 9 16 11 15 16 5 17 17 5 9 1 3 17 8 12 17 12 15 14 1 1 11 14 8 17 14 17 5 15 9 16 10 3 4 17 12 17 10 15 13 4 4 13 16 12 17 9 12 4 8 4 7 1017 2 5 14 3 3 17 7 14 13 12 17 10 2 5 13 10 2 5 5 12 4 10 16 17 14 7 8 8 5 4 15 1017 1017 9 1 13 7 12 10 5 7 2 4 5 4 14 5 1017 3 16 9 16 13 11 11 7 4 15 3 17 11 9 13 2 1017 7 1 15 2 8 7 7 8 13 16 16 9 12 1 15 12 3 15 3, 282, 10 16 14 15 14 17 16 16 8 4 14 17 14 1017 15 1 1 16 9 5 5 10 1017 9 14 8 13 4 4 8 10 1017 11 3 13 7 1017 13 12 12 17 15 15 1017 13 11 13 4 4 17 2 7 2 17 3 1 8 3 8 1 9 17 3 5 3 15 9 13 16 16 16 10 9 7 17 7 9 16 14 15 12 2 2 12 1 17 4 8 12 17 3 2 2 15 9 1017 8 7 4 13 14 17 4 10 1 5 8 14 8 2 1 16 4 4 3 15 15 5 17 16 1 12 3 10 7 8 8 1017 1 11 15 4 3 4 15 2 3 4 14 2 17 16 5 3 17 14 17 2 9 3 12 8 12 3 5 9 12 11 4 1 10
cgs_4dd974d7a48e7, 0, 143, -1 30 9 -1 31 11 -1 29 9 -1 28 9 -1 26 9 -1 27 9 -1 1 9 -1 0 11 -1 2 9 -1 3 9 -1 4 10 -1 5 10 -1 6 10 -1 7 9 -1 8 9 -1 25 8 -1 24 8 -1 23 8 -1 20 12 -1 20 13 -1 20 14 -1 20 15 -1 20 16 -1 20 17 -1 11 12 -1 10 13 -1 9 14 -1 8 15 -1 7 16 -1 6 17 -1 22 8 -1 9 8 , 8 9 1 1 2 8 4 3 4 12 15 4 9 4 3 15 2 7 9 7 16 2 16 9 9 4 1 1 9 16 15 1 1 9 16 4 9 7 12 1 2 8 7 8 7 8 3 9 4 15 8 2 8 4 4 2, 8 12 4 15 8 15 2 3 12 1 4 16 16 9 15 9 3 8 4 4 2 9 8 4 15 3 9 3 9 4 12 2 9 4 9 12 2 16 3 8 16 2 15 12 2 12 12 7 12 2, request
cgs_4dd974d7a48e7, 0, 204, -1 30 9 -1 31 11 -1 29 9 -1 28 9 -1 26 9 -1 27 9 -1 1 9 -1 0 11 -1 2 9 -1 3 9 -1 4 10 -1 5 10 -1 6 10 -1 7 9 -1 8 9 -1 25 8 -1 24 8 -1 23 8 -1 20 12 -1 20 13 -1 20 14 -1 20 15 -1 20 16 -1 20 17 -1 11 12 -1 10 13 -1 9 14 -1 8 15 -1 7 16 -1 6 17 -1 22 8 -1 9 8 , 8 9 1 1 2 8 4 3 4 12 15 4 9 4 3 15 2 7 9 7 16 2 16 9 9 4 1 1 9 16 15 1 1 9 16 4 9 7 12 1 2 8 7 8 7 8 3 9 4 15 8 2 8 4 4 2, 8 12 4 15 8 15 2 3 12 1 4 16 16 9 15 9 3 8 4 4 2 9 8 4 15 3 9 3 9 4 12 2 9 4 9 12 2 16 3 8 16 2 15 12 2 12 12 7 12 2, request
cgs_4dd974d7a48e7, 0, 291, -1 30 9 -1 31 11 -1 29 9 -1 28 9 -1 26 9 -1 27 9 -1 1 9 -1 0 11 -1 2 9 -1 3 9 -1 4 10 -1 5 10 -1 6 10 -1 7 9 -1 8 9 -1 25 8 -1 24 8 -1 23 8 -1 20 12 -1 20 13 -1 20 14 -1 20 15 -1 20 16 -1 20 17 -1 11 12 -1 10 13 -1 9 14 -1 8 15 -1 7 16 -1 6 17 -1 22 8 -1 9 8 , 8 9 1 1 2 8 4 3 4 12 15 4 9 4 3 15 2 7 9 7 16 2 16 9 9 4 1 1 9 16 15 1 1 9 16 4 9 7 12 1 2 8 7 8 7 8 3 9 4 15 8 2 8 4 4 2, 8 12 4 15 8 15 2 3 12 1 4 16 16 9 15 9 3 8 4 4 2 9 8 4 15 3 9 3 9 4 12 2 9 4 9 12 2 16 3 8 16 2 15 12 2 12 12 7 12 2, request
cgs_4dcc918a89cbb, 0, 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 2 2 2 2 2 5 5 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 17 17 17 17 17 1017 1017, -1 20 9 -1 21 9 -1 11 9 -1 10 9 -1 9 9 -1 8 11 -1 22 11 , 4 4 4 4 4 4 4 4 4 4 2 2 2 2 2 5 5 5 5 5 5 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 17 17 17 17 17 17 17 17 17 17, friend, 51
cgs_4dd96387cc396, 0, 2 1 1 1 2 4 1 3 3 1 4 2 4 1 2 8 3 8 8 2 4 4 4 1, -1 11 9 -1 10 9 -1 9 10 -1 8 10 -1 7 10 -1 6 10 -1 25 10 , request, 73, 2 2 1 2 2 3 1 3 2 3 2 8 8 1 1 8 1 1 4 3 3 3 1 1 8 4 4 1 1 4 1 8 3 1 3
cgs_4dd96387cc396, 0, 7 7 5 5 5 5 1017 1017 12 12 1017 1017 10, -1 11 9 -1 21 9 -1 20 9 -1 10 9 -1 22 10 -1 9 10 -1 23 10 -1 8 10 -1 7 10 -1 24 10 -1 6 10 -1 25 10 -1 26 11 -1 5 11 , friend, 105, 7 7 7 12 12 1017 1017 1017 1017 13 13 13 10
cgs_4dce36741f171, 0, 4 3 16 4 8 1 12 16 1 9 2 4 2 15 2 9 4 3 4 8 2 2 15 8 8 8 9 16 3 12 16 4 4 12 1 4 2 15 16 15 2 15 15 1 7 3 16 15 9, 1, -1 28 12 -1 3 12 -1 3 14 -1 28 14 -1 3 16 -1 28 16 -1 3 13 -1 3 15 -1 3 17 -1 28 13 -1 28 15 -1 28 17 -1 3 3 -1 28 3 -1 3 6 -1 28 6 -1 3 0 -1 28 0 -1 29 10 -1 27 9 -1 26 9 -1 28 10 -1 2 10 -1 3 10 -1 4 9 -1 5 9 -1 6 9 -1 7 9 -1 8 9 -1 9 9 -1 10 9 -1 11 9 , 9 2 8 7 16 15 2 2 15 2 15 8 16 1 8 8 3 2 15 15 8 8 16 3 4 4 16 9 15 16 4 8 3 2 8 15 2 2 15 3 16 9 4 8 3 15 9 8 15 12 4 2 4 12 12 4 12 1 9 4 1 3 3 4 7 12 16, request
cgs_4dce36741f171, 0, 4 3 16 4 8 1 12 16 1 9 2 4 2 15 2 9 4 3 4 8 2 2 15 8 8 8 9 16 3 12 16 4 4 12 1 4 2 15 16 15 2 15 15 1 7 3 16 15 9, 1, -1 28 12 -1 3 12 -1 3 14 -1 28 14 -1 3 16 -1 28 16 -1 3 13 -1 3 15 -1 3 17 -1 28 13 -1 28 15 -1 28 17 -1 3 3 -1 28 3 -1 3 6 -1 28 6 -1 3 0 -1 28 0 -1 29 10 -1 27 9 -1 26 9 -1 28 10 -1 2 9 -1 3 9 -1 4 9 -1 5 9 -1 6 9 -1 7 9 -1 8 9 -1 9 9 -1 10 9 -1 11 9 , 9 2 8 7 16 15 2 2 15 2 15 8 16 1 8 8 3 2 15 15 8 8 16 3 4 4 16 9 15 16 4 8 3 2 8 15 2 2 15 3 16 9 4 8 3 15 9 8 15 12 4 2 4 12 12 4 12 1 9 4 1 3 3 4 7 12 16, request
cgs_4dce36741f171, 0, 4 3 16 4 8 1 12 16 1 9 2 4 2 15 2 9 4 3 4 8 2 2 15 8 8 8 9 16 3 12 16 4 4 12 1 4 2 15 16 15 2 15 15 1 7 3 16 15 9, 1, -1 28 12 -1 3 12 -1 3 14 -1 28 14 -1 3 16 -1 28 16 -1 3 13 -1 3 15 -1 3 17 -1 28 13 -1 28 15 -1 28 17 -1 3 3 -1 28 3 -1 3 6 -1 28 6 -1 3 0 -1 28 0 -1 29 10 -1 27 9 -1 26 9 -1 28 10 -1 2 10 -1 3 9 -1 4 9 -1 5 9 -1 6 9 -1 7 9 -1 8 9 -1 9 9 -1 10 9 -1 11 9 , 9 2 8 7 16 15 2 2 15 2 15 8 16 1 8 8 3 2 15 15 8 8 16 3 4 4 16 9 15 16 4 8 3 2 8 15 2 2 15 3 16 9 4 8 3 15 9 8 15 12 4 2 4 12 12 4 12 1 9 4 1 3 3 4 7 12 16, request
cgs_4dce36741f171, 0, 4 3 16 4 8 1 12 16 1 9 2 4 2 15 2 9 4 3 4 8 2 2 15 8 8 8 9 16 3 12 16 4 4 12 1 4 2 15 16 15 2 15 15 1 7 3 16 15 9, 2, -1 23 12 -1 8 12 -1 8 14 -1 23 14 -1 8 16 -1 23 16 -1 8 13 -1 8 15 -1 8 17 -1 23 13 -1 23 15 -1 23 17 -1 3 3 -1 28 3 -1 3 6 -1 28 6 -1 3 0 -1 28 0 -1 29 10 -1 27 9 -1 26 9 -1 28 10 -1 2 9 -1 3 9 -1 4 9 -1 5 9 -1 6 9 -1 7 9 -1 8 9 -1 9 9 -1 10 9 -1 11 9 , 9 2 8 7 16 15 2 2 15 2 15 8 16 1 8 8 3 2 15 15 8 8 16 3 4 4 16 9 15 16 4 8 3 2 8 15 2 2 15 3 16 9 4 8 3 15 9 8 15 12 4 2 4 12 12 4 12 1 9 4 1 3 3 4 7 12 16, request
cgs_4dce36741f171, 0, 4 3 16 4 8 1 12 16 1 9 2 4 2 15 2 9 4 3 4 8 2 2 15 8 8 8 9 16 3 12 16 4 4 12 1 4 2 15 16 15 2 15 15 1 7 3 16 15 9, 3, -1 23 12 -1 8 12 -1 8 14 -1 23 14 -1 8 16 -1 23 16 -1 8 13 -1 8 15 -1 8 17 -1 23 13 -1 23 15 -1 23 17 -1 3 3 -1 28 3 -1 3 6 -1 28 6 -1 3 0 -1 28 0 -1 29 10 -1 25 9 -1 27 9 -1 26 9 -1 28 10 -1 24 9 -1 3 10 -1 2 9 -1 5 9 -1 4 9 -1 6 9 -1 7 9 -1 8 9 -1 9 9 -1 10 9 -1 11 10 , 9 2 8 7 16 15 2 2 15 2 15 8 16 1 8 8 3 2 15 15 8 8 16 3 4 4 16 9 15 16 4 8 3 2 8 15 2 2 15 3 16 9 4 8 3 15 9 8 15 12 4 2 4 12 12 4 12 1 9 4 1 3 3 4 7 12 16, request
cgs_4dce36741f171, 0, 4 3 16 4 8 1 12 16 1 9 2 4 2 15 2 9 4 3 4 8 2 2 15 8 8 8 9 16 3 12 16 4 4 12 1 4 2 15 16 15 2 15 15 1 7 3 16 15 9, 5, -1 23 12 -1 8 12 -1 8 14 -1 23 14 -1 8 16 -1 23 16 -1 8 13 -1 8 15 -1 8 17 -1 23 13 -1 23 15 -1 23 17 -1 3 3 -1 28 3 -1 3 6 -1 28 6 -1 3 0 -1 28 0 -1 29 10 -1 25 9 -1 27 9 -1 26 9 -1 28 10 -1 2 10 -1 3 9 -1 4 9 -1 5 9 -1 6 9 -1 7 9 -1 8 9 -1 9 9 -1 10 9 -1 24 9 -1 11 11 -1 23 11 , 9 2 8 7 16 15 2 2 15 2 15 8 16 1 8 8 3 2 15 15 8 8 16 3 4 4 16 9 15 16 4 8 3 2 8 15 2 2 15 3 16 9 4 8 3 15 9 8 15 12 4 2 4 12 12 4 12 1 9 4 1 3 3 4 7 12 16, request
cgs_4dce36741f171, 0, 4 3 16 4 8 1 12 16 1 9 2 4 2 15 2 9 4 3 4 8 2 2 15 8 8 8 9 16 3 12 16 4 4 12 1 4 2 15 16 15 2 15 15 1 7 3 16 15 9, 4, -1 23 12 -1 8 12 -1 8 14 -1 23 14 -1 8 16 -1 23 16 -1 8 13 -1 8 15 -1 8 17 -1 23 13 -1 23 15 -1 23 17 -1 3 3 -1 28 3 -1 3 6 -1 28 6 -1 3 0 -1 28 0 -1 29 10 -1 25 9 -1 24 9 -1 8 9 -1 27 9 -1 26 9 -1 28 10 -1 9 9 -1 7 9 -1 2 10 -1 3 10 -1 4 9 -1 5 9 -1 6 9 -1 11 9 -1 10 9 -1 23 9 -1 22 9 , 9 2 8 7 16 15 2 2 15 2 15 8 16 1 8 8 3 2 15 15 8 8 16 3 4 4 16 9 15 16 4 8 3 2 8 15 2 2 15 3 16 9 4 8 3 15 9 8 15 12 4 2 4 12 12 4 12 1 9 4 1 3 3 4 7 12 16, request
cgs_4dce36741f171, 0, 4 3 16 4 8 1 12 16 1 9 2 4 2 15 2 9 4 3 4 8 2 2 15 8 8 8 9 16 3 12 16 4 4 12 1 4 2 15 16 15 2 15 15 1 7 3 16 15 9, 5, -1 23 12 -1 8 12 -1 8 14 -1 23 14 -1 8 16 -1 23 16 -1 8 13 -1 8 15 -1 8 17 -1 23 13 -1 23 15 -1 23 17 -1 5 3 -1 26 3 -1 5 6 -1 26 6 -1 5 0 -1 26 0 -1 29 10 -1 25 9 -1 24 9 -1 23 9 -1 27 9 -1 26 9 -1 28 10 -1 21 9 -1 22 9 -1 2 10 -1 3 10 -1 4 9 -1 5 9 -1 6 9 -1 7 9 -1 8 9 -1 9 9 -1 10 9 -1 11 9 -1 20 9 , 9 2 8 7 16 15 2 2 15 2 15 8 16 1 8 8 3 2 15 15 8 8 16 3 4 4 16 9 15 16 4 8 3 2 8 15 2 2 15 3 16 9 4 8 3 15 9 8 15 12 4 2 4 12 12 4 12 1 9 4 1 3 3 4 7 12 16, request
cgs_4dce36741f171, 0, 4 3 16 4 8 1 12 16 1 9 2 4 2 15 2 9 4 3 4 8 2 2 15 8 8 8 9 16 3 12 16 4 4 12 1 4 2 15 16 15 2 15 15 1 7 3 16 15 9, 10, -1 23 12 -1 8 12 -1 8 14 -1 23 14 -1 8 16 -1 23 16 -1 8 13 -1 8 15 -1 8 17 -1 23 13 -1 23 15 -1 23 17 -1 5 3 -1 26 3 -1 5 6 -1 26 6 -1 4 2 -1 27 2 -1 27 5 -1 5 0 -1 26 0 -1 29 10 -1 25 9 -1 24 9 -1 23 9 -1 27 9 -1 20 11 -1 4 5 -1 26 9 -1 28 10 -1 2 10 -1 3 9 -1 4 10 -1 5 9 -1 6 9 -1 7 9 -1 8 9 -1 9 9 -1 10 9 -1 21 9 -1 22 9 -1 11 11 , 9 2 8 7 16 15 2 2 15 2 15 8 16 1 8 8 3 2 15 15 8 8 16 3 4 4 16 9 15 16 4 8 3 2 8 15 2 2 15 3 16 9 4 8 3 15 9 8 15 12 4 2 4 12 12 4 12 1 9 4 1 3 3 4 7 12 16, request
cgs_4dce36741f171, 0, 4 3 16 4 8 1 12 16 1 9 2 4 2 15 2 9 4 3 4 8 2 2 15 8 8 8 9 16 3 12 16 4 4 12 1 4 2 15 16 15 2 15 15 1 7 3 16 15 9, 15, -1 23 12 -1 8 12 -1 8 14 -1 23 14 -1 8 16 -1 23 16 -1 8 13 -1 8 15 -1 8 17 -1 23 13 -1 23 15 -1 23 17 -1 5 3 -1 26 3 -1 5 6 -1 26 6 -1 27 1 -1 4 2 -1 27 2 -1 4 4 -1 27 4 -1 27 5 -1 4 7 -1 4 1 -1 5 0 -1 26 0 -1 29 10 -1 25 9 -1 24 9 -1 23 9 -1 27 9 -1 20 11 -1 4 5 -1 27 7 -1 26 9 -1 28 10 -1 2 10 -1 3 10 -1 4 9 -1 5 9 -1 6 9 -1 7 9 -1 8 9 -1 9 9 -1 11 11 -1 10 11 -1 22 11 , 9 2 8 7 16 15 2 2 15 2 15 8 16 1 8 8 3 2 15 15 8 8 16 3 4 4 16 9 15 16 4 8 3 2 8 15 2 2 15 3 16 9 4 8 3 15 9 8 15 12 4 2 4 12 12 4 12 1 9 4 1 3 3 4 7 12 16, request
cgs_4dce36741f171, 0, 4 3 16 4 8 1 12 16 1 9 2 4 2 15 2 9 4 3 4 8 2 2 15 8 8 8 9 16 3 12 16 4 4 12 1 4 2 15 16 15 2 15 15 1 7 3 16 15 9, 21, -1 23 12 -1 8 12 -1 8 14 -1 23 14 -1 8 16 -1 23 16 -1 8 13 -1 8 15 -1 8 17 -1 23 13 -1 23 15 -1 23 17 -1 5 3 -1 26 3 -1 5 6 -1 26 6 -1 27 1 -1 4 2 -1 27 2 -1 4 4 -1 27 4 -1 27 5 -1 4 7 -1 4 1 -1 5 0 -1 26 0 -1 28 10 -1 25 9 -1 24 9 -1 23 9 -1 29 9 -1 27 9 -1 20 11 -1 4 5 -1 27 7 -1 2 9 -1 4 9 -1 3 10 -1 11 11 -1 5 9 -1 26 9 -1 6 9 -1 7 9 -1 8 9 , 9 2 8 7 16 15 2 2 15 2 15 8 16 1 8 8 3 2 15 15 8 8 16 3 4 4 16 9 15 16 4 8 3 2 8 15 2 2 15 3 16 9 4 8 3 15 9 8 15 12 4 2 4 12 12 4 12 1 9 4 1 3 3 4 7 12 16, request
cgs_4dce36741f171, 0, 4 3 16 4 8 1 12 16 1 9 2 4 2 15 2 9 4 3 4 8 2 2 15 8 8 8 9 16 3 12 16 4 4 12 1 4 2 15 16 15 2 15 15 1 7 3 16 15 9, 30, -1 23 12 -1 8 12 -1 8 14 -1 23 14 -1 8 16 -1 23 16 -1 8 13 -1 8 15 -1 8 17 -1 23 13 -1 23 15 -1 23 17 -1 5 3 -1 26 3 -1 5 6 -1 26 6 -1 27 1 -1 4 2 -1 27 2 -1 4 3 -1 27 3 -1 4 4 -1 27 4 -1 4 6 -1 27 5 -1 27 6 -1 4 7 -1 4 1 -1 5 0 -1 26 0 -1 28 10 -1 25 9 -1 24 9 -1 23 9 -1 29 9 -1 26 9 -1 3 10 -1 2 9 -1 4 9 -1 27 9 -1 5 9 -1 6 9 -1 7 9 -1 8 9 -1 21 11 -1 10 11 -1 4 5 -1 27 7 , 9 2 8 7 16 15 2 2 15 2 15 8 16 1 8 8 3 2 15 15 8 8 16 3 4 4 16 9 15 16 4 8 3 2 8 15 2 2 15 3 16 9 4 8 3 15 9 8 15 12 4 2 4 12 12 4 12 1 9 4 1 3 3 4 7 12 16, request
cgs_4ddc1daa9898e, 0, -1 22 9 -1 24 9 -1 23 11 -1 25 11 -1 26 9 -1 27 9 -1 11 12 -1 10 13 -1 9 14 -1 10 15 -1 20 12 -1 21 13 -1 20 14 -1 21 15 -1 20 16 -1 11 16 -1 10 17 -1 21 17 -1 28 9 -1 29 11 -1 30 11 -1 24 4 -1 24 2 -1 7 2 -1 7 6 -1 2 7 -1 4 6 -1 9 10 -1 7 10 -1 5 10 -1 4 10 -1 3 10 -1 2 11 -1 1 11 -1 7 4 -1 24 6 -1 2 3 -1 4 0 -1 27 0 -1 29 3 -1 27 6 -1 29 8 -1 30 5 -1 0 5 , 4 2 8 2 15 3 2 9 8 1 2 8 12 7 3 4 12 4 1 2 1 15 7 7 3 4 16 1 9 16 3 15 8 4 1 8 3 15 16 2 9 1 9 12 7 3 15 1 3 15 8 16 15 3 2 16 8 8 1 15 15 4 1, 43, request, 4 8 7 2 4 7 7 2 3 16 15 8 8 2 15 16 4 15 8 2 4 15 2 9 2 2 2 9 7 8 3 7 4 1 12 4 3 8 2 2 15 16
cgs_4ddc1daa9898e, 0, -1 5 9 -1 7 9 -1 8 11 -1 22 9 -1 24 9 -1 23 11 -1 6 11 -1 9 9 -1 4 9 -1 25 11 -1 26 9 -1 1 11 -1 2 11 -1 3 9 -1 27 9 -1 11 12 -1 10 13 -1 9 14 -1 10 15 -1 20 12 -1 21 13 -1 20 14 -1 21 15 -1 20 16 -1 11 16 -1 10 17 -1 21 17 -1 28 9 -1 29 11 -1 30 11 -1 24 4 -1 24 2 -1 7 2 -1 7 6 -1 27 2 -1 29 5 -1 29 3 -1 29 7 -1 27 4 -1 29 1 -1 2 7 -1 2 5 -1 4 6 -1 2 3 -1 2 1 -1 4 4 , 4 2 8 2 15 3 2 9 8 1 2 8 12 7 3 4 12 4 1 2 1 15 7 7 3 4 16 1 9 16 3 15 8 4 1 8 3 15 16 2 9 1 9 12 7 3 15 1 3 15 8 16 15 3 2 16 8 8 1 15 15 4 1, 61, request, 4 8 7 2 4 7 7 2 3 16 15 8 8 2 15 16 4 15 8 2 4 15 2 9 2 2 2 9 7 8 3 7 4 1 12 4 3 8 2 2 15 16
cgs_4dce36741f171, 0, 4 3 16 4 8 1 12 16 1 9 2 4 2 15 2 9 4 3 4 8 2 2 15 8 8 8 9 16 3 12 16 4 4 12 1 4 2 15 16 15 2 15 15 1 7 3 16 15 9, 25, -1 23 12 -1 8 12 -1 8 14 -1 23 14 -1 8 16 -1 23 16 -1 8 13 -1 8 15 -1 8 17 -1 23 13 -1 23 15 -1 23 17 -1 4 3 -1 27 3 -1 4 6 -1 27 6 -1 3 1 -1 28 1 -1 3 2 -1 28 2 -1 3 3 -1 28 3 -1 3 4 -1 3 5 -1 28 4 -1 3 6 -1 28 5 -1 28 6 -1 3 7 -1 28 7 -1 4 0 -1 27 0 -1 2 11 -1 29 11 -1 28 10 -1 3 10 -1 26 9 -1 5 9 -1 6 9 -1 25 9 -1 24 9 -1 7 9 -1 8 9 -1 23 9 -1 22 9 -1 9 9 -1 27 9 -1 4 9 -1 10 9 -1 21 9 , 9 2 8 7 16 15 2 2 15 2 15 8 16 1 8 8 3 2 15 15 8 8 16 3 4 4 16 9 15 16 4 8 3 2 8 15 2 2 15 3 16 9 4 8 3 15 9 8 15 12 4 2 4 12 12 4 12 1 9 4 1 3 3 4 7 12 16, request
cgs_4dce36741f171, 0, 4 3 16 4 8 1 12 16 1 9 2 4 2 15 2 9 4 3 4 8 2 2 15 8 8 8 9 16 3 12 16 4 4 12 1 4 2 15 16 15 2 15 15 1 7 3 16 15 9, 54, -1 23 12 -1 8 12 -1 8 14 -1 23 14 -1 8 16 -1 23 16 -1 8 13 -1 8 15 -1 8 17 -1 23 13 -1 23 15 -1 23 17 -1 24 9 -1 25 9 -1 26 9 -1 10 3 -1 21 3 -1 10 6 -1 21 6 -1 9 1 -1 22 1 -1 9 2 -1 22 2 -1 9 3 -1 22 3 -1 9 4 -1 9 5 -1 22 4 -1 9 6 -1 22 5 -1 22 6 -1 9 7 -1 22 7 -1 28 10 -1 23 9 -1 27 10 -1 10 0 -1 21 0 -1 22 9 -1 2 10 -1 3 10 -1 4 9 -1 5 9 -1 6 9 -1 8 9 -1 7 9 -1 9 9 -1 10 10 -1 21 10 , 9 2 8 7 16 15 2 2 15 2 15 8 16 1 8 8 3 2 15 15 8 8 16 3 4 4 16 9 15 16 4 8 3 2 8 15 2 2 15 3 16 9 4 8 3 15 9 8 15 12 4 2 4 12 12 4 12 1 9 4 1 3 3 4 7 12 16, request
